transcription,hypothesis,confusion,score
put journey to love onto hip hop 2017 new school,but you do  n't need to level onto hip hop trendy seventy new school,<eps> but ; <eps> you ; <eps> do ; put n't ; journey need ; to to ; love level ; onto onto ; hip hip ; hop hop ; <eps> trendy ; 2017 seventy ; new new ; school school,1.0
i want to view the picture in old monterey,i want to view that picture and old monterey,i i ; want want ; to to ; view view ; the that ; picture picture ; in and ; old old ; monterey monterey,1.0
rate witchcraft and paganism in australia 1 points out of 6,right which crofton paganism in australia one points out of sakes,rate right ; witchcraft which ; and crofton ; paganism paganism ; in in ; australia australia ; 1 one ; points points ; out out ; of of ; 6 sakes,1.0
search for the painting smart money,such for the painting small money,search such ; for for ; the the ; painting painting ; smart small ; money money,1.0
show me the schedule for arclight hollywood for animated movies,show me the <unk> hollywood for animated movies,show show ; me me ; the the ; schedule <eps> ; for <eps> ; arclight <unk> ; hollywood hollywood ; for for ; animated animated ; movies movies,1.0
put the broken wave on lo más dance,put the broken wave on low must dance,put put ; the the ; broken broken ; wave wave ; on on ; lo low ; más must ; dance dance,1.0
play the sound track by ferry corsten,play the soundtrack by fake austin,play play ; the the ; sound <eps> ; track soundtrack ; by by ; ferry fake ; corsten austin,1.0
tell me if it ll be humid at eighteen o clock in my current spot,tell me if it l l be humid at eighteen o clock in my current spot,tell tell ; me me ; if if ; it it ; <eps> l ; ll l ; be be ; humid humid ; at at ; eighteen eighteen ; o o ; clock clock ; in in ; my my ; current current ; spot spot,1.0
play me a song from 1976 by bennie moten,play me a song from nineteen seventy six by <unk> and,play play ; me me ; a a ; song song ; from from ; <eps> nineteen ; <eps> seventy ; 1976 six ; by by ; bennie <unk> ; moten and,1.0
give the cia and the cult of intelligence a rating of 5,give the c i a and the cult of intelligence of writing and five,give give ; the the ; <eps> c ; <eps> i ; cia a ; and and ; the the ; cult cult ; of of ; intelligence intelligence ; a of ; rating writing ; of and ; 5 five,1.0
find a show called in fondo al buio,find a show called <unk>,find find ; a a ; show show ; called called ; in <eps> ; fondo <eps> ; al <eps> ; buio <unk>,1.0
what will the weather be like in farmington canal state park trail,what was the whether it be like in farmington canal state park trail,what what ; will was ; the the ; <eps> whether ; weather it ; be be ; like like ; in in ; farmington farmington ; canal canal ; state state ; park park ; trail trail,1.0
i give this book a 3 out of 6,i give this book at three out of sex,i i ; give give ; this this ; book book ; a at ; 3 three ; out out ; of of ; 6 sex,1.0
add driven to tears to the viral semanal playlist,eh driven to tears to the viral seminal play list,add eh ; driven driven ; to to ; tears tears ; to to ; the the ; viral viral ; <eps> seminal ; semanal play ; playlist list,1.0
play the top-20 rita macneil songs,play the top twenty rita mcneil songs,play play ; the the ; <eps> top ; top-20 twenty ; rita rita ; macneil mcneil ; songs songs,1.0
book a reservation for 2 at a food truck with pool in new york,that could reservations for too as a food truck with pool in new york,book that ; a could ; reservation reservations ; for for ; 2 too ; at as ; a a ; food food ; truck truck ; with with ; pool pool ; in in ; new new ; york york,1.0
give me the movie times at warren theatres,give me the movie times at war in theaters,give give ; me me ; the the ; movie movie ; times times ; at at ; <eps> war ; warren in ; theatres theaters,1.0
book a table in glennie for 1 in the northern mariana islands,look at a table in glen e for one in the northern mariana islands,<eps> look ; book at ; a a ; table table ; in in ; <eps> glen ; glennie e ; for for ; 1 one ; in in ; the the ; northern northern ; mariana mariana ; islands islands,1.0
put sonntagskind onto the playlist called soulful disco,put some tech skin do  n't to the <unk>,put put ; <eps> some ; sonntagskind tech ; onto skin ; the do ; playlist n't ; called to ; soulful the ; disco <unk>,1.0
book a spot for seven at a bar with chicken french,book a spot for seven at a bar with chicken french,book book ; a a ; spot spot ; for for ; seven seven ; at at ; a a ; bar bar ; with with ; chicken chicken ; french french,1.0
please book a restaurant for party of 1 in seeley lake on july the fourteenth  2022,please book a restaurant for a party of one and silly like on july the fourteenth twenty twenty two,please please ; book book ; a a ; restaurant restaurant ; for for ; <eps> a ; party party ; of of ; 1 one ; in and ; seeley silly ; lake like ; on on ; july july ; the the ; fourteenth fourteenth ; <eps> twenty ; <eps> twenty ; 2022 two,1.0
i think this essay should be given four points and a best rating of 6,i think this essays should be given for points and a best rating of six,i i ; think think ; this this ; essay essays ; should should ; be be ; given given ; four for ; points points ; and and ; a a ; best best ; rating rating ; of of ; 6 six,1.0
what s the movie schedule for animated movies in the neighborhood,what is the movie scheduled for animated movies in the neighborhood,what what ; s is ; the the ; movie movie ; schedule scheduled ; for for ; animated animated ; movies movies ; in in ; the the ; neighborhood neighborhood,1.0
book a spot at the red onion in san marino for next week,the <unk> the red onion in san marino and next week,book <eps> ; a <eps> ; spot the ; at <unk> ; the the ; red red ; onion onion ; in in ; san san ; marino marino ; for and ; next next ; week week,1.0
add this ricardo villalobos track to under the surface,at this <unk> truck to under the surface,add at ; this this ; ricardo <eps> ; villalobos <unk> ; track truck ; to to ; under under ; the the ; surface surface,1.0
i am looking for the tv series strays,hi i  'm looking for the t v series strays,<eps> hi ; i i ; am 'm ; looking looking ; for for ; the the ; <eps> t ; tv v ; series series ; strays strays,1.0
give the current novel i am reading a five stars rating,give the current novel i am reading uh five stars rating,give give ; the the ; current current ; novel novel ; i i ; am am ; reading reading ; a uh ; five five ; stars stars ; rating rating,1.0
at 11 am will there be a snowstorm in fort pulaski national monument,at eleven a m will there be a snowstorm in fort polaski national monument,at at ; <eps> eleven ; 11 a ; am m ; will will ; there there ; be be ; a a ; snowstorm snowstorm ; in in ; fort fort ; pulaski polaski ; national national ; monument monument,1.0
i need to book a tropézienne restaurant six hours from now,i need to look at japan restaurants six hours from now,i i ; need need ; to to ; book look ; a at ; tropézienne japan ; restaurant restaurants ; six six ; hours hours ; from from ; now now,1.0
what s the weather forecast at sixteen in oklahoma,what is the vet or focused at sixteen in oklahoma,what what ; s is ; the the ; <eps> vet ; weather or ; forecast focused ; at at ; sixteen sixteen ; in in ; oklahoma oklahoma,1.0
find the creative work brilliant tragic,find the creative wet brilliant tragic,find find ; the the ; creative creative ; work wet ; brilliant brilliant ; tragic tragic,1.0
please get me stories from the english and scottish ballads show,please get me stories from the english and scottish ballads show,please please ; get get ; me me ; stories stories ; from from ; the the ; english english ; and and ; scottish scottish ; ballads ballads ; show show,1.0
rate fast food nation 2 points,great fast food nation to points,rate great ; fast fast ; food food ; nation nation ; 2 to ; points points,1.0
play music by susumu hirasawa,play music by system will hit us other,play play ; music music ; by by ; <eps> system ; <eps> will ; <eps> hit ; susumu us ; hirasawa other,1.0
add stephanie mcintosh to i love my 90s hip hop my playlist,stephanie macintosh too i love my nineties he <unk>,add <eps> ; stephanie stephanie ; mcintosh macintosh ; to too ; i i ; love love ; my my ; 90s <eps> ; hip <eps> ; hop nineties ; my he ; playlist <unk>,1.0
book childs restaurants in bruno for 1 person on october 6th  2019,that child  's restaurants and <unk> for one passing on uptight about six twenty nineteen,<eps> that ; book child ; childs 's ; restaurants restaurants ; in and ; bruno <unk> ; for for ; 1 one ; person passing ; on on ; <eps> uptight ; <eps> about ; october six ; 6th twenty ; 2019 nineteen,1.0
give 0 rating to she and allan book,gives zero rating to she and allen book,give gives ; 0 zero ; rating rating ; to to ; she she ; and and ; allan allen ; book book,1.0
is it going to get hotter at the halfbreed lake national wildlife refuge,is it going to get hotter at the half breed lake national wildlife refuge,is is ; it it ; going going ; to to ; get get ; hotter hotter ; at at ; the the ; <eps> half ; halfbreed breed ; lake lake ; national national ; wildlife wildlife ; refuge refuge,1.0
will there be a lot of wind far away from here on sep  the twenty-third  2021,well that  'd be a lot of wind far away from here on september the twenty to twenty twenty one,<eps> well ; will that ; there 'd ; be be ; a a ; lot lot ; of of ; wind wind ; far far ; away away ; from from ; here here ; on on ; sep september ; the the ; <eps> twenty ; <eps> to ; <eps> twenty ; twenty-third twenty ; 2021 one,1.0
rate this essay four out of 6,right this essay for out of six,rate right ; this this ; essay essay ; four for ; out out ; of of ; 6 six,1.0
add visible wings to my playlist entre los andes,i  'd visible wings to my <unk>,<eps> i ; add 'd ; visible visible ; wings wings ; to to ; my my ; playlist <eps> ; entre <eps> ; los <eps> ; andes <unk>,1.0
will there be a snowstorm around eight pm in reed island state park,will there be a snowstorm around eight p m and read islands state park,will will ; there there ; be be ; a a ; snowstorm snowstorm ; around around ; eight eight ; <eps> p ; pm m ; in and ; reed read ; island islands ; state state ; park park,1.0
rate this essay four out of 6 points,played this as a photo does six points,rate played ; this this ; essay as ; four a ; out photo ; of does ; 6 six ; points points,1.0
need a resevation for a cafeteria stle restaraunt in the country of liberia for a party of 10,me to <unk> for a cafeteria s t l e restaurant in the country of liberia for a party of ten,need me ; a to ; resevation <unk> ; for for ; a a ; cafeteria cafeteria ; <eps> s ; <eps> t ; <eps> l ; stle e ; restaraunt restaurant ; in in ; the the ; country country ; of of ; liberia liberia ; for for ; a a ; party party ; of of ; 10 ten,1.0
will the weather in falcon heights call for rain,the veteran <unk>,will <eps> ; the the ; weather <eps> ; in <eps> ; falcon <eps> ; heights <eps> ; call <eps> ; for veteran ; rain <unk>,1.0
add tinker  tailor to my playlist titled this is trey songz,i think are tailored to my play list titled or this is tracey songs,<eps> i ; add think ; tinker are ; tailor tailored ; to to ; my my ; <eps> play ; playlist list ; titled titled ; <eps> or ; this this ; is is ; trey tracey ; songz songs,1.0
